interaction_id,user_id,hotel_id,interaction_type,timestamp,session_id
INT_00688,USER_487,HOTEL_173,search,2025-07-20 20:46:46,SESSION_01458
INT_00689,USER_385,HOTEL_486,search,2025-07-04 16:23:32,SESSION_01111
INT_00690,USER_959,HOTEL_230,view,2025-06-10 13:54:28,SESSION_01429
INT_00691,USER_695,HOTEL_091,book,2025-08-30 04:13:53,SESSION_01085
INT_00692,USER_841,HOTEL_148,view,2025-06-26 18:13:21,SESSION_00574
INT_00693,USER_870,HOTEL_197,click,2025-06-21 00:44:27,SESSION_00766
INT_00694,USER_571,HOTEL_227,search,2025-07-11 08:47:22,SESSION_00440
INT_00695,USER_858,HOTEL_474,view,2025-07-11 18:09:07,SESSION_00579
INT_00696,USER_592,HOTEL_070,favourite,2025-06-14 18:13:39,SESSION_01472
INT_00697,USER_146,HOTEL_272,view,2025-07-27 23:53:56,SESSION_00289
INT_00698,USER_152,HOTEL_246,view,2025-08-17 15:19:31,SESSION_00428
INT_00699,USER_984,HOTEL_327,search,2025-07-18 14:57:40,SESSION_01614
INT_00700,USER_487,HOTEL_274,view,2025-07-08 18:39:23,SESSION_00700
INT_00701,USER_979,HOTEL_303,view,2025-07-24 04:57:31,SESSION_01304
INT_00702,USER_589,HOTEL_094,search,2025-06-09 10:25:28,SESSION_01648
INT_00703,USER_617,HOTEL_450,book,2025-06-22 23:21:40,SESSION_00368
INT_00704,USER_164,HOTEL_443,book,2025-08-03 04:26:44,SESSION_00470
INT_00705,USER_970,HOTEL_429,view,2025-07-25 18:11:47,SESSION_00231
INT_00706,USER_544,HOTEL_261,view,2025-06-23 14:13:04,SESSION_00086
INT_00707,USER_066,HOTEL_277,book,2025-06-30 00:18:36,SESSION_01018
INT_00708,USER_385,HOTEL_403,search,2025-07-24 06:06:27,SESSION_00942
INT_00709,USER_291,HOTEL_325,click,2025-06-12 08:03:55,SESSION_00669
INT_00710,USER_186,HOTEL_041,view,2025-07-17 11:33:34,SESSION_01389
INT_00711,USER_179,HOTEL_134,favourite,2025-09-01 17:00:15,SESSION_01008
INT_00712,USER_542,HOTEL_220,click,2025-07-16 07:30:38,SESSION_01584
INT_00713,USER_841,HOTEL_056,click,2025-07-10 01:26:54,SESSION_01375
INT_00714,USER_579,HOTEL_192,view,2025-07-24 12:34:34,SESSION_00447
INT_00715,USER_294,HOTEL_412,book,2025-07-22 02:01:49,SESSION_01660
INT_00716,USER_689,HOTEL_288,view,2025-07-23 12:34:52,SESSION_00929
INT_00717,USER_245,HOTEL_263,view,2025-08-03 23:43:56,SESSION_00876
INT_00718,USER_961,HOTEL_353,view,2025-06-24 05:14:34,SESSION_01410
INT_00719,USER_166,HOTEL_343,view,2025-07-10 17:31:24,SESSION_00511
INT_00720,USER_984,HOTEL_373,book,2025-07-05 19:26:17,SESSION_00006
INT_00721,USER_823,HOTEL_406,view,2025-07-15 05:05:02,SESSION_00627
INT_00722,USER_135,HOTEL_379,book,2025-08-11 15:27:35,SESSION_00397
INT_00723,USER_322,HOTEL_436,search,2025-06-12 13:14:46,SESSION_00164
INT_00724,USER_213,HOTEL_348,favourite,2025-07-13 14:57:08,SESSION_00906
INT_00725,USER_537,HOTEL_094,favourite,2025-07-29 01:34:48,SESSION_01101
INT_00726,USER_304,HOTEL_469,view,2025-07-29 17:40:03,SESSION_01620
INT_00727,USER_524,HOTEL_043,favourite,2025-07-07 22:58:42,SESSION_01362
INT_00728,USER_492,HOTEL_253,view,2025-06-17 03:28:59,SESSION_00423
INT_00729,USER_820,HOTEL_441,search,2025-08-08 23:52:10,SESSION_00840
INT_00730,USER_917,HOTEL_302,view,2025-06-24 02:41:43,SESSION_00241
INT_00731,USER_187,HOTEL_292,search,2025-07-22 12:20:14,SESSION_01391
INT_00732,USER_465,HOTEL_352,click,2025-08-11 20:59:53,SESSION_01554
INT_00733,USER_265,HOTEL_236,view,2025-08-09 03:37:05,SESSION_00778
INT_00734,USER_987,HOTEL_411,book,2025-06-28 00:31:56,SESSION_01436
INT_00735,USER_095,HOTEL_350,view,2025-07-12 16:03:07,SESSION_01374
INT_00736,USER_661,HOTEL_071,click,2025-07-17 17:40:27,SESSION_00865
INT_00737,USER_848,HOTEL_162,click,2025-06-15 17:00:31,SESSION_00029
INT_00738,USER_833,HOTEL_182,view,2025-07-15 09:08:39,SESSION_01320
INT_00739,USER_865,HOTEL_075,click,2025-06-05 05:06:02,SESSION_00450
INT_00740,USER_794,HOTEL_390,view,2025-07-28 03:01:10,SESSION_01493
INT_00741,USER_567,HOTEL_069,click,2025-07-19 02:17:10,SESSION_00457
INT_00742,USER_627,HOTEL_107,view,2025-07-31 17:52:18,SESSION_01657
INT_00743,USER_861,HOTEL_070,view,2025-08-30 14:03:59,SESSION_01366
INT_00744,USER_238,HOTEL_033,search,2025-07-07 02:18:08,SESSION_01015
INT_00745,USER_557,HOTEL_305,click,2025-08-09 13:17:03,SESSION_00522
INT_00746,USER_677,HOTEL_122,book,2025-06-25 23:44:31,SESSION_01587
INT_00747,USER_895,HOTEL_151,view,2025-06-16 06:31:14,SESSION_00329
INT_00748,USER_531,HOTEL_014,book,2025-07-12 04:33:57,SESSION_01423
INT_00749,USER_414,HOTEL_177,book,2025-07-31 09:02:21,SESSION_00299
INT_00750,USER_839,HOTEL_377,favourite,2025-06-18 12:49:17,SESSION_00664
INT_00751,USER_762,HOTEL_487,view,2025-09-01 10:12:20,SESSION_01512
INT_00752,USER_779,HOTEL_057,click,2025-06-07 02:53:04,SESSION_01352
INT_00753,USER_656,HOTEL_217,view,2025-06-25 15:16:14,SESSION_01001
INT_00754,USER_755,HOTEL_099,book,2025-07-31 23:25:01,SESSION_01654
INT_00755,USER_081,HOTEL_343,book,2025-07-25 19:01:43,SESSION_00949
INT_00756,USER_723,HOTEL_415,book,2025-07-11 08:05:03,SESSION_01289
INT_00757,USER_489,HOTEL_050,click,2025-08-07 06:07:11,SESSION_01361
INT_00758,USER_060,HOTEL_339,click,2025-06-09 09:06:01,SESSION_01236
INT_00759,USER_848,HOTEL_333,click,2025-06-26 12:34:59,SESSION_00463
INT_00760,USER_853,HOTEL_120,click,2025-08-13 16:24:08,SESSION_00722
INT_00761,USER_482,HOTEL_089,book,2025-08-14 22:01:02,SESSION_01182
INT_00762,USER_339,HOTEL_403,view,2025-08-02 19:50:24,SESSION_01140
INT_00763,USER_273,HOTEL_050,book,2025-07-06 01:30:21,SESSION_00957
INT_00764,USER_846,HOTEL_219,view,2025-07-15 18:50:41,SESSION_00405
INT_00765,USER_958,HOTEL_088,click,2025-08-15 22:17:08,SESSION_00545
INT_00766,USER_798,HOTEL_141,search,2025-06-08 18:18:15,SESSION_01592
INT_00767,USER_237,HOTEL_102,view,2025-07-12 13:45:40,SESSION_00832
INT_00768,USER_848,HOTEL_176,click,2025-07-01 23:41:58,SESSION_00875
INT_00769,USER_260,HOTEL_387,click,2025-08-10 14:48:24,SESSION_00517
INT_00770,USER_367,HOTEL_126,view,2025-07-14 05:05:31,SESSION_00159
INT_00771,USER_401,HOTEL_255,click,2025-08-16 15:21:43,SESSION_00754
INT_00772,USER_113,HOTEL_037,view,2025-07-10 00:29:06,SESSION_00161
INT_00773,USER_377,HOTEL_338,view,2025-06-22 12:31:25,SESSION_00257
INT_00774,USER_027,HOTEL_042,click,2025-08-31 06:58:17,SESSION_01207
INT_00775,USER_489,HOTEL_177,view,2025-07-16 23:26:12,SESSION_01100
INT_00776,USER_403,HOTEL_310,view,2025-08-27 09:28:21,SESSION_01573
INT_00777,USER_083,HOTEL_345,view,2025-07-01 22:59:58,SESSION_00525
INT_00778,USER_693,HOTEL_008,view,2025-08-15 22:04:32,SESSION_00928
INT_00779,USER_965,HOTEL_254,view,2025-08-02 09:46:18,SESSION_00142
INT_00780,USER_319,HOTEL_476,click,2025-08-07 23:52:32,SESSION_00988
INT_00781,USER_420,HOTEL_169,click,2025-08-05 00:43:31,SESSION_00198
INT_00782,USER_596,HOTEL_402,view,2025-08-18 02:14:01,SESSION_01408
INT_00783,USER_168,HOTEL_064,view,2025-08-19 19:30:12,SESSION_01646
INT_00784,USER_526,HOTEL_498,view,2025-06-12 14:31:14,SESSION_01549
INT_00785,USER_725,HOTEL_405,book,2025-07-31 12:55:58,SESSION_00213
INT_00786,USER_234,HOTEL_023,view,2025-08-22 14:20:51,SESSION_00128
INT_00787,USER_293,HOTEL_123,view,2025-06-18 01:57:01,SESSION_01207
INT_00788,USER_410,HOTEL_115,click,2025-06-18 06:23:22,SESSION_00702
INT_00789,USER_652,HOTEL_295,view,2025-07-01 17:18:47,SESSION_00950
INT_00790,USER_789,HOTEL_443,view,2025-07-27 02:39:53,SESSION_00985
INT_00791,USER_347,HOTEL_493,favourite,2025-07-13 16:56:33,SESSION_01007
INT_00792,USER_736,HOTEL_392,favourite,2025-08-16 10:06:18,SESSION_00102
INT_00793,USER_331,HOTEL_362,click,2025-08-23 22:39:05,SESSION_00700
INT_00794,USER_720,HOTEL_421,search,2025-07-19 03:07:32,SESSION_00791
INT_00795,USER_975,HOTEL_261,favourite,2025-09-02 22:50:06,SESSION_01163
INT_00796,USER_026,HOTEL_108,click,2025-08-11 17:18:09,SESSION_00250
INT_00797,USER_571,HOTEL_336,view,2025-06-26 00:27:46,SESSION_00370
INT_00798,USER_763,HOTEL_067,click,2025-07-05 10:46:57,SESSION_00225
INT_00799,USER_771,HOTEL_198,view,2025-07-11 02:24:25,SESSION_01444
INT_00800,USER_207,HOTEL_087,click,2025-08-23 00:56:05,SESSION_01502
INT_00801,USER_547,HOTEL_107,view,2025-07-02 14:45:15,SESSION_01461
INT_00802,USER_361,HOTEL_343,view,2025-06-21 01:35:00,SESSION_01239
INT_00803,USER_632,HOTEL_068,view,2025-06-06 13:20:42,SESSION_01073
INT_00804,USER_945,HOTEL_105,click,2025-07-20 17:52:10,SESSION_01330
INT_00805,USER_544,HOTEL_345,search,2025-07-15 19:37:24,SESSION_00355
INT_00806,USER_564,HOTEL_205,view,2025-08-19 15:30:09,SESSION_00406
INT_00807,USER_086,HOTEL_275,search,2025-06-12 23:29:51,SESSION_00673
INT_00808,USER_621,HOTEL_415,view,2025-08-30 18:43:47,SESSION_00431
INT_00809,USER_128,HOTEL_343,view,2025-08-27 07:32:07,SESSION_00178
INT_00810,USER_761,HOTEL_357,book,2025-08-12 18:47:23,SESSION_01607
INT_00811,USER_435,HOTEL_366,view,2025-08-24 23:56:31,SESSION_01531
INT_00812,USER_980,HOTEL_362,book,2025-08-14 11:00:08,SESSION_00562
INT_00813,USER_596,HOTEL_261,view,2025-07-28 20:47:28,SESSION_00835
INT_00814,USER_922,HOTEL_105,view,2025-07-11 22:59:43,SESSION_00371
INT_00815,USER_588,HOTEL_485,click,2025-07-25 05:01:29,SESSION_00458
INT_00816,USER_225,HOTEL_250,view,2025-07-01 10:40:42,SESSION_00833
INT_00817,USER_158,HOTEL_305,search,2025-08-05 17:46:50,SESSION_01561
INT_00818,USER_250,HOTEL_463,book,2025-06-08 06:38:06,SESSION_01266
INT_00819,USER_863,HOTEL_032,view,2025-08-30 14:22:59,SESSION_01381
INT_00820,USER_450,HOTEL_486,click,2025-07-26 15:41:54,SESSION_01484
INT_00821,USER_116,HOTEL_097,book,2025-08-26 14:45:51,SESSION_00727
INT_00822,USER_990,HOTEL_023,view,2025-08-15 23:00:58,SESSION_01084
INT_00823,USER_515,HOTEL_448,click,2025-08-24 19:29:05,SESSION_01603
INT_00824,USER_031,HOTEL_045,book,2025-06-27 21:09:21,SESSION_01593
INT_00825,USER_493,HOTEL_346,view,2025-06-13 07:51:49,SESSION_00045
INT_00826,USER_820,HOTEL_020,click,2025-07-07 07:07:21,SESSION_00205
INT_00827,USER_135,HOTEL_488,book,2025-08-24 18:46:05,SESSION_00465
INT_00828,USER_614,HOTEL_432,click,2025-06-18 18:29:20,SESSION_01156
INT_00829,USER_546,HOTEL_305,view,2025-06-06 05:52:56,SESSION_00592
INT_00830,USER_005,HOTEL_443,click,2025-07-03 17:18:11,SESSION_01610
INT_00831,USER_658,HOTEL_390,search,2025-07-15 22:45:14,SESSION_00501
INT_00832,USER_596,HOTEL_058,view,2025-07-20 19:07:28,SESSION_01114
INT_00833,USER_686,HOTEL_103,book,2025-07-19 18:05:21,SESSION_01394
INT_00834,USER_978,HOTEL_052,view,2025-06-24 07:08:01,SESSION_01370
INT_00835,USER_318,HOTEL_169,view,2025-07-16 02:33:09,SESSION_00526
INT_00836,USER_809,HOTEL_424,book,2025-06-27 15:52:33,SESSION_00718
INT_00837,USER_453,HOTEL_235,book,2025-06-25 00:03:52,SESSION_00022
INT_00838,USER_138,HOTEL_079,book,2025-08-05 08:00:04,SESSION_01307
INT_00839,USER_669,HOTEL_036,search,2025-06-18 05:55:59,SESSION_01395
INT_00840,USER_310,HOTEL_181,view,2025-08-31 18:06:26,SESSION_00128
INT_00841,USER_398,HOTEL_215,book,2025-07-15 02:36:45,SESSION_01199
INT_00842,USER_620,HOTEL_387,search,2025-07-23 19:06:29,SESSION_01489
INT_00843,USER_729,HOTEL_078,view,2025-07-28 00:43:48,SESSION_01204
INT_00844,USER_662,HOTEL_137,view,2025-08-22 00:41:07,SESSION_01442
INT_00845,USER_699,HOTEL_236,view,2025-08-14 01:56:39,SESSION_00487
INT_00846,USER_029,HOTEL_261,search,2025-07-15 16:59:27,SESSION_00635
INT_00847,USER_355,HOTEL_132,view,2025-08-03 22:37:24,SESSION_00815
INT_00848,USER_493,HOTEL_092,search,2025-07-15 03:56:13,SESSION_00237
INT_00849,USER_583,HOTEL_335,view,2025-07-13 13:26:23,SESSION_01395
INT_00850,USER_174,HOTEL_022,view,2025-06-10 13:25:37,SESSION_00004
INT_00851,USER_057,HOTEL_353,click,2025-07-10 15:21:51,SESSION_00702
INT_00852,USER_857,HOTEL_002,click,2025-08-27 08:22:01,SESSION_00625
INT_00853,USER_868,HOTEL_336,view,2025-08-13 05:20:00,SESSION_01629
INT_00854,USER_910,HOTEL_394,view,2025-08-30 01:41:23,SESSION_00236
INT_00855,USER_982,HOTEL_049,view,2025-06-05 10:17:46,SESSION_01290
INT_00856,USER_140,HOTEL_263,click,2025-07-18 17:27:43,SESSION_00384
INT_00857,USER_103,HOTEL_266,click,2025-06-24 09:49:19,SESSION_00825
INT_00858,USER_302,HOTEL_483,search,2025-07-28 12:20:55,SESSION_00235
INT_00859,USER_896,HOTEL_365,book,2025-08-26 04:14:36,SESSION_00941
INT_00860,USER_189,HOTEL_364,click,2025-07-09 02:08:56,SESSION_01155
INT_00861,USER_228,HOTEL_359,book,2025-08-02 05:23:13,SESSION_00913
INT_00862,USER_582,HOTEL_364,view,2025-07-05 01:31:11,SESSION_00885
INT_00863,USER_404,HOTEL_188,view,2025-06-16 08:23:33,SESSION_01516
INT_00864,USER_478,HOTEL_478,search,2025-08-06 16:05:38,SESSION_00643
INT_00865,USER_536,HOTEL_180,click,2025-07-28 19:05:29,SESSION_01177
INT_00866,USER_627,HOTEL_172,view,2025-07-05 10:04:33,SESSION_00815
INT_00867,USER_476,HOTEL_014,view,2025-08-20 02:58:10,SESSION_00215
INT_00868,USER_328,HOTEL_494,view,2025-08-27 01:33:35,SESSION_01560
INT_00869,USER_726,HOTEL_147,book,2025-08-24 03:57:18,SESSION_00313
INT_00870,USER_025,HOTEL_373,book,2025-07-05 20:57:35,SESSION_01657
INT_00871,USER_827,HOTEL_375,click,2025-07-02 11:02:41,SESSION_00333
INT_00872,USER_604,HOTEL_365,search,2025-07-03 22:05:55,SESSION_00945
INT_00873,USER_240,HOTEL_080,search,2025-08-29 06:24:24,SESSION_00775
INT_00874,USER_698,HOTEL_103,view,2025-08-03 22:58:01,SESSION_00658
INT_00875,USER_357,HOTEL_095,view,2025-07-30 01:17:12,SESSION_00804
INT_00876,USER_049,HOTEL_222,view,2025-08-17 04:49:35,SESSION_00512
INT_00877,USER_897,HOTEL_413,click,2025-06-12 18:49:15,SESSION_01649
INT_00878,USER_530,HOTEL_018,book,2025-08-22 04:02:29,SESSION_00359
INT_00879,USER_987,HOTEL_007,search,2025-06-16 07:59:50,SESSION_00922
INT_00880,USER_200,HOTEL_242,click,2025-06-24 19:18:22,SESSION_01430
INT_00881,USER_339,HOTEL_462,view,2025-07-03 12:34:59,SESSION_00296
INT_00882,USER_019,HOTEL_055,view,2025-09-01 14:33:39,SESSION_00683
INT_00883,USER_621,HOTEL_293,click,2025-06-21 23:35:41,SESSION_01097
INT_00884,USER_237,HOTEL_463,view,2025-07-18 03:10:18,SESSION_00898
INT_00885,USER_096,HOTEL_282,book,2025-06-28 08:02:20,SESSION_00028
INT_00886,USER_629,HOTEL_490,view,2025-08-27 17:48:45,SESSION_00460
INT_00887,USER_139,HOTEL_090,view,2025-06-09 12:00:16,SESSION_01178
INT_00888,USER_588,HOTEL_317,view,2025-06-07 18:12:15,SESSION_01521
INT_00889,USER_026,HOTEL_015,view,2025-08-12 05:17:02,SESSION_01284
INT_00890,USER_173,HOTEL_497,book,2025-07-21 00:59:36,SESSION_00916
INT_00891,USER_861,HOTEL_022,search,2025-06-08 12:01:29,SESSION_01442
INT_00892,USER_319,HOTEL_048,click,2025-08-08 02:50:59,SESSION_00264
INT_00893,USER_293,HOTEL_080,view,2025-06-14 03:51:47,SESSION_00814
INT_00894,USER_841,HOTEL_339,click,2025-08-19 10:47:43,SESSION_01506
INT_00895,USER_769,HOTEL_112,book,2025-06-28 05:21:26,SESSION_00434
INT_00896,USER_932,HOTEL_300,book,2025-08-15 09:55:35,SESSION_00669
INT_00897,USER_915,HOTEL_067,book,2025-08-03 10:29:48,SESSION_00273
INT_00898,USER_542,HOTEL_229,click,2025-08-17 12:12:26,SESSION_00530
INT_00899,USER_776,HOTEL_473,view,2025-07-28 03:08:43,SESSION_00539
INT_00900,USER_346,HOTEL_483,click,2025-07-10 22:58:08,SESSION_00297
INT_00901,USER_307,HOTEL_473,view,2025-09-01 21:06:49,SESSION_01580
INT_00902,USER_330,HOTEL_112,book,2025-06-23 12:12:07,SESSION_01243
INT_00903,USER_835,HOTEL_367,view,2025-06-11 11:19:29,SESSION_00913
INT_00904,USER_049,HOTEL_279,view,2025-07-05 18:20:52,SESSION_01398
INT_00905,USER_937,HOTEL_436,search,2025-06-29 14:05:41,SESSION_00089
INT_00906,USER_325,HOTEL_272,view,2025-08-05 17:31:05,SESSION_01323
INT_00907,USER_997,HOTEL_271,click,2025-06-20 02:12:10,SESSION_00500
INT_00908,USER_342,HOTEL_101,click,2025-06-12 02:03:32,SESSION_00789
INT_00909,USER_171,HOTEL_441,book,2025-06-23 11:59:29,SESSION_00812
INT_00910,USER_178,HOTEL_107,book,2025-07-19 19:47:19,SESSION_00970
INT_00911,USER_472,HOTEL_266,view,2025-07-11 14:40:04,SESSION_01546
INT_00912,USER_145,HOTEL_203,view,2025-06-06 22:07:29,SESSION_01057
INT_00913,USER_746,HOTEL_183,view,2025-06-13 12:35:59,SESSION_00671
INT_00914,USER_826,HOTEL_249,view,2025-06-16 13:36:09,SESSION_01050
INT_00915,USER_750,HOTEL_398,view,2025-09-02 16:35:21,SESSION_01358
INT_00916,USER_712,HOTEL_201,view,2025-07-02 16:38:22,SESSION_00972
INT_00917,USER_955,HOTEL_088,view,2025-07-19 04:40:47,SESSION_00693
INT_00918,USER_059,HOTEL_046,view,2025-06-06 00:22:10,SESSION_01459
INT_00919,USER_336,HOTEL_320,favourite,2025-07-14 21:07:34,SESSION_01588
INT_00920,USER_690,HOTEL_456,view,2025-08-06 18:07:27,SESSION_00303
INT_00921,USER_730,HOTEL_041,book,2025-06-21 11:19:51,SESSION_00242
INT_00922,USER_661,HOTEL_271,view,2025-07-21 14:22:17,SESSION_00004
INT_00923,USER_630,HOTEL_440,view,2025-06-30 07:57:55,SESSION_01112
INT_00924,USER_826,HOTEL_051,favourite,2025-06-08 04:33:34,SESSION_00963
INT_00925,USER_963,HOTEL_172,click,2025-08-11 05:28:36,SESSION_00108
INT_00926,USER_169,HOTEL_149,view,2025-07-18 12:54:35,SESSION_01472
INT_00927,USER_088,HOTEL_120,search,2025-08-19 02:08:04,SESSION_00331
INT_00928,USER_968,HOTEL_240,view,2025-06-21 21:22:47,SESSION_00953
INT_00929,USER_228,HOTEL_155,view,2025-09-01 15:12:07,SESSION_00749
INT_00930,USER_364,HOTEL_054,view,2025-07-21 05:46:53,SESSION_00801
INT_00931,USER_559,HOTEL_468,search,2025-06-24 15:38:45,SESSION_00900
INT_00932,USER_237,HOTEL_207,click,2025-06-18 14:11:36,SESSION_00341
INT_00933,USER_652,HOTEL_119,click,2025-07-29 23:22:57,SESSION_00068
INT_00934,USER_720,HOTEL_178,view,2025-07-08 11:02:01,SESSION_00517
INT_00935,USER_863,HOTEL_217,book,2025-07-25 13:39:49,SESSION_01625
INT_00936,USER_253,HOTEL_098,view,2025-08-18 15:06:27,SESSION_01022
INT_00937,USER_977,HOTEL_208,click,2025-07-05 03:59:36,SESSION_01597
INT_00938,USER_627,HOTEL_219,click,2025-06-21 13:17:15,SESSION_00278
INT_00939,USER_705,HOTEL_104,click,2025-06-06 09:20:16,SESSION_01049
INT_00940,USER_333,HOTEL_244,book,2025-08-25 11:38:03,SESSION_00581
INT_00941,USER_481,HOTEL_200,search,2025-08-08 01:25:27,SESSION_00036
INT_00942,USER_141,HOTEL_279,favourite,2025-08-08 06:15:30,SESSION_01364
INT_00943,USER_116,HOTEL_386,view,2025-07-03 02:45:15,SESSION_01142
INT_00944,USER_996,HOTEL_098,click,2025-08-28 11:54:06,SESSION_01177
INT_00945,USER_473,HOTEL_471,book,2025-09-02 10:38:37,SESSION_01497
INT_00946,USER_590,HOTEL_464,book,2025-07-12 22:33:30,SESSION_01048
INT_00947,USER_697,HOTEL_175,view,2025-08-22 03:10:29,SESSION_00819
INT_00948,USER_549,HOTEL_459,search,2025-08-15 10:05:51,SESSION_00327
INT_00949,USER_870,HOTEL_282,view,2025-07-19 21:21:33,SESSION_00826
INT_00950,USER_273,HOTEL_287,book,2025-08-06 22:25:32,SESSION_01529
INT_00951,USER_447,HOTEL_337,view,2025-07-31 04:00:55,SESSION_01277
INT_00952,USER_268,HOTEL_057,view,2025-06-09 13:27:59,SESSION_01609
INT_00953,USER_464,HOTEL_437,view,2025-08-27 07:55:25,SESSION_01221
INT_00954,USER_319,HOTEL_040,click,2025-08-01 05:43:17,SESSION_00121
INT_00955,USER_989,HOTEL_008,click,2025-06-28 04:04:52,SESSION_01185
INT_00956,USER_994,HOTEL_390,view,2025-06-17 05:26:25,SESSION_01506
INT_00957,USER_576,HOTEL_442,click,2025-07-22 22:27:23,SESSION_01373
INT_00958,USER_843,HOTEL_143,view,2025-08-21 17:36:06,SESSION_01453
INT_00959,USER_827,HOTEL_343,click,2025-07-17 06:32:43,SESSION_00568
INT_00960,USER_762,HOTEL_348,book,2025-07-12 19:51:41,SESSION_01219
INT_00961,USER_057,HOTEL_103,view,2025-08-15 08:51:26,SESSION_00375
INT_00962,USER_548,HOTEL_267,view,2025-07-23 11:42:37,SESSION_00418
INT_00963,USER_895,HOTEL_252,click,2025-07-28 12:06:40,SESSION_01116
INT_00964,USER_856,HOTEL_499,click,2025-06-19 17:38:07,SESSION_01208
INT_00965,USER_626,HOTEL_005,click,2025-07-28 10:34:01,SESSION_00149
INT_00966,USER_729,HOTEL_480,view,2025-07-02 02:13:11,SESSION_01130
INT_00967,USER_595,HOTEL_211,view,2025-07-11 09:13:10,SESSION_00153
INT_00968,USER_216,HOTEL_111,click,2025-07-31 20:52:43,SESSION_00686
INT_00969,USER_628,HOTEL_145,favourite,2025-07-31 05:00:28,SESSION_01665
INT_00970,USER_252,HOTEL_097,click,2025-07-10 02:18:56,SESSION_00771
INT_00971,USER_880,HOTEL_007,view,2025-08-21 19:50:48,SESSION_01554
INT_00972,USER_332,HOTEL_228,click,2025-08-30 10:21:35,SESSION_01336
INT_00973,USER_341,HOTEL_068,view,2025-07-09 14:14:53,SESSION_00760
INT_00974,USER_503,HOTEL_090,view,2025-07-17 02:08:39,SESSION_01338
INT_00975,USER_871,HOTEL_431,search,2025-08-23 16:40:23,SESSION_00926
INT_00976,USER_512,HOTEL_343,view,2025-06-20 15:19:41,SESSION_01657
INT_00977,USER_631,HOTEL_303,click,2025-07-08 09:51:55,SESSION_01463
INT_00978,USER_304,HOTEL_008,view,2025-06-09 18:48:46,SESSION_01207
INT_00979,USER_426,HOTEL_159,click,2025-08-27 06:52:03,SESSION_00888
INT_00980,USER_660,HOTEL_366,view,2025-06-29 00:20:03,SESSION_00277
INT_00981,USER_417,HOTEL_121,click,2025-07-20 10:50:01,SESSION_00740
INT_00982,USER_734,HOTEL_275,view,2025-09-01 03:05:55,SESSION_00074
INT_00983,USER_643,HOTEL_197,click,2025-07-22 22:01:50,SESSION_01001
INT_00984,USER_149,HOTEL_106,view,2025-08-04 17:10:54,SESSION_00057
INT_00985,USER_615,HOTEL_102,click,2025-07-21 02:21:49,SESSION_00939
INT_00986,USER_594,HOTEL_196,book,2025-07-27 19:23:35,SESSION_00230
INT_00987,USER_701,HOTEL_139,view,2025-07-16 06:54:20,SESSION_01467
INT_00988,USER_073,HOTEL_047,view,2025-07-08 01:21:40,SESSION_01605
INT_00989,USER_874,HOTEL_240,view,2025-06-26 23:16:45,SESSION_01290
INT_00990,USER_488,HOTEL_232,view,2025-07-15 16:03:21,SESSION_00902
INT_00991,USER_576,HOTEL_284,view,2025-07-26 05:57:34,SESSION_00376
INT_00992,USER_928,HOTEL_140,click,2025-06-06 17:25:53,SESSION_00883
INT_00993,USER_739,HOTEL_490,view,2025-08-22 13:35:08,SESSION_01063
INT_00994,USER_988,HOTEL_491,view,2025-08-22 11:41:56,SESSION_00280
INT_00995,USER_004,HOTEL_115,search,2025-07-14 13:59:31,SESSION_00806
INT_00996,USER_254,HOTEL_272,search,2025-07-04 02:20:24,SESSION_01212
INT_00997,USER_123,HOTEL_337,click,2025-07-08 07:30:49,SESSION_00826
INT_00998,USER_937,HOTEL_211,click,2025-06-25 04:42:07,SESSION_00255
INT_00999,USER_710,HOTEL_398,book,2025-06-26 01:04:25,SESSION_00650
INT_01000,USER_669,HOTEL_163,favourite,2025-07-21 16:23:47,SESSION_01532
INT_01001,USER_716,HOTEL_315,view,2025-08-09 02:05:38,SESSION_00711
INT_01002,USER_003,HOTEL_157,click,2025-08-08 11:01:40,SESSION_00106
INT_01003,USER_503,HOTEL_424,book,2025-08-24 22:01:05,SESSION_00800
INT_01004,USER_262,HOTEL_291,favourite,2025-07-06 07:32:29,SESSION_00541
INT_01005,USER_481,HOTEL_499,favourite,2025-06-16 16:54:22,SESSION_00956
INT_01006,USER_041,HOTEL_477,book,2025-07-21 03:12:06,SESSION_00871
INT_01007,USER_399,HOTEL_460,click,2025-08-27 09:54:05,SESSION_01112
INT_01008,USER_853,HOTEL_085,view,2025-06-16 06:12:37,SESSION_00913
INT_01009,USER_782,HOTEL_064,click,2025-06-23 16:12:11,SESSION_01259
INT_01010,USER_004,HOTEL_127,view,2025-07-15 08:56:04,SESSION_00393
INT_01011,USER_892,HOTEL_447,view,2025-08-26 23:30:59,SESSION_00559
INT_01012,USER_654,HOTEL_350,favourite,2025-07-27 08:34:57,SESSION_00082
INT_01013,USER_747,HOTEL_090,book,2025-07-10 14:10:31,SESSION_00569
INT_01014,USER_039,HOTEL_429,view,2025-08-10 11:13:54,SESSION_01524
INT_01015,USER_392,HOTEL_221,favourite,2025-07-08 15:58:52,SESSION_00006
INT_01016,USER_627,HOTEL_455,favourite,2025-08-18 12:59:42,SESSION_00240
INT_01017,USER_560,HOTEL_423,click,2025-07-06 09:05:15,SESSION_00257
INT_01018,USER_501,HOTEL_363,click,2025-08-15 07:17:02,SESSION_01559
