hotel_id,city_id,hotel_name,rating,price_band,tags,popularity_score
HOTEL_215,CITY_003,Mirage Plaza Hotel,3.0,mid,"Indoor Pool,Pet Friendly,Outdoor Activities,Bar",75
HOTEL_216,CITY_042,Luxury Plaza Hotel,4.5,luxury,"Half Board,Bike Rental,Bluetooth Speaker",65
HOTEL_217,CITY_017,Horizon Crown Resort,4.0,luxury,"Laundry Service,Tour Desk,Ticket Service",2
HOTEL_218,CITY_017,Prestige Royal Hotel,3.5,budget,"Restaurant,Motel,Mini Bar",-4
HOTEL_219,CITY_015,Artisan Plaza Resort,3.5,luxury,"Library,Yoga Classes,Bluetooth Speaker,Inn,Free WiFi,Rooftop Bar",69
HOTEL_220,CITY_022,Park Royal Hotel,4.5,budget,"Executive Floor,Late Check Out,Coffee Maker,Mid-Range,Private Bathroom,Deluxe",93
HOTEL_221,CITY_038,Seaside Crown Hotel,2.0,budget,"Refrigerator,Shared Bathroom,Phone",-13
HOTEL_222,CITY_026,Designer Royal Hotel,3.5,mid,"Private Bathroom,Room Service,Scenic Location",25
HOTEL_223,CITY_048,Premium Plaza Resort,4.0,mid,"Airport Transfer,Tour Desk,Bluetooth Speaker,Secretarial Services,Car Rental",-10
HOTEL_224,CITY_037,Skyline Plaza Hotel,2.5,luxury,"Presentation Equipment,Extended Stay,A la Carte",45
HOTEL_225,CITY_033,Premier Plaza Hotel,3.5,mid,"Meditation Area,Boardroom,Yoga Classes",2
HOTEL_226,CITY_013,Central Crown Hotel,3.5,budget,"Accessible,Steam Room,Non Smoking",67
HOTEL_227,CITY_023,Vista Elite Suites,4.5,luxury,"Printing Services,Tour Desk,Buffet",307
HOTEL_228,CITY_045,Stylish Crown Hotel,3.0,mid,"Ocean View,Half Board,Minibar,Golf Course,Bluetooth Speaker",118
HOTEL_229,CITY_021,Executive Crown Resort,4.0,luxury,"Beach Access,Bar,Concierge,Balcony,Spa Services,Swimming Pool",118
HOTEL_230,CITY_005,Central Plaza Hotel,3.0,mid,"Financial District,Economy,Waterfront",31
HOTEL_231,CITY_037,Downtown Executive Suites,1.5,luxury,"Pet Friendly,Boutique Hotel,Car Rental,Fireplace",121
HOTEL_232,CITY_033,Vista Crown Hotel,4.5,luxury,"Concierge,Continental Breakfast,Terrace",-21
HOTEL_233,CITY_011,Vista Plaza Resort,4.5,luxury,"Free WiFi,Economy,Spa Services,Safe",52
HOTEL_234,CITY_027,Elite Crown Hotel,3.0,budget,"Car Rental,Financial District,Budget,Indoor Pool,High Speed Internet",47
HOTEL_235,CITY_050,Waterfront Plaza Resort,5.0,mid,"Late Check Out,City Center,Yoga Classes,Indoor Activities,All Inclusive",16
HOTEL_236,CITY_049,Business Heights Hotel,3.0,mid,"Hostel,Bluetooth Speaker,Concierge,Mini Bar",-8
HOTEL_237,CITY_032,Panorama Executive Suites,3.5,budget,"Shared Bathroom,Hostel,Pool Bar,Fireplace",79
HOTEL_238,CITY_025,Midtown Crown Hotel,3.5,budget,"Late Check Out,Shopping District,Printing Services,Presentation Equipment",345
HOTEL_239,CITY_001,Vista Royal Hotel,3.0,luxury,"5 Star,A la Carte,Car Rental,Scenic Location",20
HOTEL_240,CITY_004,Royal Plaza Hotel,4.5,budget,"Late Check Out,Fireplace,Kitchenette",23
HOTEL_241,CITY_005,Nature Heights Hotel,3.0,mid,"Extended Stay,Boutique Hotel,Mid-Range",60
HOTEL_242,CITY_045,Royal Heights Resort,4.0,mid,"Shared Bathroom,Spa,Motel,Meeting Rooms,Heating",49
HOTEL_243,CITY_017,Ridge Heights Hotel,3.0,budget,"Deluxe,Massage,Secretarial Services,4 Star",14
HOTEL_244,CITY_043,Beach Crown Hotel,1.0,luxury,"Connecting Rooms,4 Star,Private Bathroom,Hostel,Playground,Water Sports",19
HOTEL_245,CITY_023,Imperial Crown Hotel,1.5,mid,"Accessible,Heating,Yoga Classes,Private Bathroom",99
HOTEL_246,CITY_017,Midtown Royal Hotel,1.5,luxury,"Buffet,Game Room,A la Carte,Heating",75
HOTEL_247,CITY_032,Supreme Heights Hotel,4.5,luxury,"Refrigerator,Business Center,Game Room,Economy,Wellness Center",36
HOTEL_248,CITY_014,Deluxe Crown Hotel,4.0,budget,"Printing Services,Game Room,Laundry Service,Bike Rental,Refrigerator",59
HOTEL_249,CITY_020,Horizon Crown Resort,4.0,luxury,"Hot Tub,Fireplace,Executive Floor,Terrace Dining",28
HOTEL_250,CITY_019,Green Royal Resort,3.5,budget,"Tennis Court,Kitchenette,Child Friendly,Business Hotel",136
HOTEL_251,CITY_019,Boutique Heights Hotel,4.5,mid,"Ticket Service,Balcony,Historic District",36
HOTEL_252,CITY_011,Prestige Plaza Hotel,4.5,luxury,"Scenic Location,USB Charging,Translation Services",25
HOTEL_253,CITY_001,Tropical Plaza Resort,4.0,mid,"Connecting Rooms,Dry Cleaning,Indoor Activities",55
HOTEL_254,CITY_009,Dune Royal Resort,5.0,budget,"Business Lounge,Lodge,Inn,Conference Facilities",32
HOTEL_255,CITY_048,Central Heights Hotel,4.5,luxury,"5 Star,Fax Service,Work Desk,Shared Bathroom,Bar",951
HOTEL_256,CITY_005,Professional Royal Resort,4.5,budget,"Smart TV,Suite Hotel,Buffet,City View",54
HOTEL_257,CITY_024,Regal Plaza Resort,4.0,luxury,"Massage,Outdoor Pool,Outdoor Activities",122
HOTEL_258,CITY_019,Premium Crown Hotel,4.0,budget,"Heating,Accessible,Mountain View,Indoor Activities,Conference Facilities",484
HOTEL_259,CITY_034,Mountain Heights Hotel,4.0,budget,"Budget,Business Hotel,Garden View,Meeting Rooms,Business Center",75
HOTEL_260,CITY_003,Midtown Heights Resort,4.0,budget,"Entertainment District,Playground,Room Service,Breakfast Included,Kitchenette,Motel",33
HOTEL_261,CITY_048,Premier Plaza Hotel,4.5,luxury,"Dry Cleaning,Smart TV,Private Bathroom,Entertainment District,Valet Parking,All Inclusive",29
HOTEL_262,CITY_023,Premium Plaza Resort,3.5,luxury,"Financial District,Airport Transfer,Garden View,Garden,Budget,Historic District",120
HOTEL_263,CITY_031,Summit Heights Resort,4.5,luxury,"Half Board,In-Room Dining,Financial District,Resort,Buffet,Smoking Allowed",61
HOTEL_264,CITY_029,Coastal Crown Resort,4.0,luxury,"Heated Pool,Minibar,Concierge,Pool Bar,Laundry Service",76
HOTEL_265,CITY_017,Stylish Royal Resort,3.0,mid,"Late Check Out,Refrigerator,Fireplace,Mid-Range",13
HOTEL_266,CITY_046,Mirage Crown Hotel,4.0,luxury,"Game Room,Pet Friendly,3 Star",132
HOTEL_267,CITY_008,Lagoon Plaza Hotel,3.0,mid,"Room Service,Secretarial Services,Hotel",75
HOTEL_268,CITY_009,Regal Plaza Hotel,3.0,budget,"Connecting Rooms,Yoga Classes,Massage",0
HOTEL_269,CITY_031,Marina Heights Hotel,4.5,mid,"Meditation Area,Boutique Hotel,Ski In Ski Out,Swimming Pool,Entertainment District,Hostel",7
HOTEL_270,CITY_047,Waterfront Plaza Resort,4.0,mid,"Non Smoking,Pool Service,Terrace,Accessible,Motel",102
HOTEL_271,CITY_020,Designer Royal Hotel,4.0,mid,"Luxury,Free WiFi,Room Service,Premium,Concierge",114
HOTEL_272,CITY_047,Lakeside Royal Suites,3.5,luxury,"Standard,Buffet,Free WiFi,Kitchenette,Balcony,Ticket Service",39
HOTEL_273,CITY_019,Seaside Heights Resort,4.5,mid,"Financial District,In-Room Dining,Train Station Nearby,Beachfront,Business Hotel,Economy",95
HOTEL_274,CITY_045,Marina Royal Resort,2.5,mid,"Hot Tub,Executive Floor,Lodge,Motel",147
HOTEL_275,CITY_041,Deluxe Heights Resort,3.5,mid,"Valet Parking,3 Star,Conference Facilities,Ticket Service,Outdoor Activities",4
HOTEL_276,CITY_041,Horizon Heights Hotel,4.5,mid,"Executive Floor,Library,Buffet,Wellness Center,Work Desk",32
HOTEL_277,CITY_009,Horizon Plaza Resort,2.5,budget,"In-Room Dining,Babysitting,Secretarial Services,Full Board,Minibar,Terrace Dining",44
HOTEL_278,CITY_046,Horizon Plaza Resort,2.0,luxury,"Kitchenette,High Speed Internet,Steam Room,Massage,Economy,Balcony",57
HOTEL_279,CITY_044,Peak Royal Resort,4.5,budget,"Heating,Beach Access,Executive Floor,Balcony,Deluxe",28
HOTEL_280,CITY_040,Supreme Crown Resort,4.0,mid,"Ski In Ski Out,Premium,Beach Service,Room Service",-2
HOTEL_281,CITY_016,Midtown Crown Hotel,4.0,luxury,"Garden View,Ski In Ski Out,Hotel,Mountain View,Suite Hotel",2
HOTEL_282,CITY_022,Mountain Crown Resort,4.5,luxury,"Water Sports,Garden View,Scenic Location,Dry Cleaning,Inn",24
HOTEL_283,CITY_011,Summit Crown Hotel,1.5,luxury,"Spa Services,Full Board,Bar",-7
HOTEL_284,CITY_005,Island Crown Hotel,3.0,mid,"Indoor Pool,5 Star,Terrace Dining,Boardroom,City View,Shared Bathroom",976
HOTEL_285,CITY_027,Vista Royal Suites,4.0,luxury,"Airport Nearby,Translation Services,Bar,Outdoor Pool,Terrace Dining,Safe",42
HOTEL_286,CITY_024,Nature Royal Resort,3.5,budget,"Business Hotel,Shopping District,Free WiFi,Scenic Location",25
HOTEL_287,CITY_038,Park Royal Hotel,3.0,mid,"Resort,Breakfast Included,Ocean View",47
HOTEL_288,CITY_003,Desert Plaza Resort,4.0,budget,"Outdoor Pool,Luxury,All Inclusive",67
HOTEL_289,CITY_008,Mountain Crown Resort,5.0,luxury,"Wellness Center,Entertainment District,Non Smoking,Late Check Out",50
HOTEL_290,CITY_007,Royal Plaza Resort,4.0,budget,"Hot Tub,Refrigerator,Concierge,Executive Floor,Massage,Balcony",270
HOTEL_291,CITY_009,Downtown Crown Resort,4.5,mid,"Motel,Car Rental,In-Room Dining",169
HOTEL_292,CITY_048,Artisan Royal Resort,4.0,luxury,"5 Star,Resort,Tour Desk,Free WiFi,Ticket Service",77
HOTEL_293,CITY_026,Ultimate Plaza Resort,3.5,luxury,"Smart TV,Business Hotel,Bar,Luxury,Entertainment District",80
HOTEL_294,CITY_023,Tropical Royal Hotel,3.0,mid,"Work Desk,Inn,Pool Service,Boutique Hotel",13
HOTEL_295,CITY_006,Imperial Palace Hotel,3.5,budget,"Bluetooth Speaker,Mountain View,Business Lounge,Luxury,Mini Bar,USB Charging",1037
HOTEL_296,CITY_016,Beach Crown Hotel,3.0,luxury,"Massage,Dry Cleaning,In-Room Dining,Entertainment District,Air Conditioning,Economy",47
HOTEL_297,CITY_048,Professional Crown Hotel,3.5,budget,"Garden,Spa Services,Mini Bar,Pet Friendly",39
HOTEL_298,CITY_039,Royal Central Resort,3.5,budget,"Meditation Area,Playground,Private Bathroom",49
HOTEL_299,CITY_002,Oasis Plaza Resort,4.0,luxury,"Beach Access,Air Conditioning,Heating,Conference Facilities,Lodge",66
HOTEL_300,CITY_013,Green Royal Resort,3.0,budget,"24 Hour Dining,Child Friendly,Smoking Allowed",51
HOTEL_301,CITY_029,Sunrise Heights Hotel,4.5,mid,"Kids Club,Outdoor Activities,Fitness Center,Yoga Classes,Budget,5 Star",121
HOTEL_302,CITY_027,Elite Crown Resort,3.0,luxury,"Hotel,Terrace,Dry Cleaning",33
HOTEL_303,CITY_021,Marina Royal Resort,3.0,luxury,"Swimming Pool,Buffet,Air Conditioning,Golf Course",65
HOTEL_304,CITY_019,Mountain Heights Hotel,3.0,budget,"City View,Playground,Deluxe,Meditation Area,Breakfast Included",204
HOTEL_305,CITY_013,Imperial Heights Hotel,2.5,budget,"Balcony,Standard,Car Rental,Fax Service",33
HOTEL_306,CITY_045,Summit Royal Resort,2.0,mid,"Presentation Equipment,Extended Stay,Valet Parking,Beach Access,Steam Room",23
HOTEL_307,CITY_043,Riverside Crown Resort,3.0,budget,"Air Conditioning,Family Rooms,Heating,Indoor Pool",45
HOTEL_308,CITY_027,Beach Royal Hotel,3.5,budget,"Pool Bar,Rooftop Bar,Game Room,Free WiFi",-4
HOTEL_309,CITY_001,Elite Heights Hotel,4.0,luxury,"Quiet Area,Business Hotel,Game Room",47
HOTEL_310,CITY_020,Dawn Royal Suites,4.0,mid,"Jacuzzi,Tennis Court,Premium,Coffee Maker,Balcony,Suite Hotel",81
HOTEL_311,CITY_023,Desert Plaza Resort,4.0,mid,"Phone,Half Board,Suite Hotel",74
HOTEL_312,CITY_040,Artisan Plaza Resort,3.5,luxury,"Buffet,Terrace Dining,Garden,Heated Pool,All Inclusive",71
HOTEL_313,CITY_040,Grand Executive Suites,2.5,mid,"Terrace,Mid-Range,Tennis Court,Waterfront",33
HOTEL_314,CITY_040,Ultimate Royal Hotel,4.5,mid,"Yoga Classes,Spa Services,Bluetooth Speaker,Train Station Nearby,Mid-Range,Private Bathroom",35
HOTEL_315,CITY_002,Palm Crown Hotel,3.5,mid,"Jacuzzi,Hot Tub,Ski In Ski Out,Ticket Service,Bar",5
HOTEL_316,CITY_017,Desert Heights Hotel,4.5,budget,"Beach Access,Airport Nearby,Full Board,Minibar,Garden View,Swimming Pool",58
HOTEL_317,CITY_012,Desert Crown Resort,2.0,mid,"Premium,Rooftop Bar,Shared Bathroom,Fitness Center,Wellness Center,Business Center",-20
HOTEL_318,CITY_044,Sahara Heights Hotel,3.5,budget,"Boutique Hotel,Pool Bar,A la Carte,5 Star,Premium,Dry Cleaning",-13
HOTEL_319,CITY_024,Mountain Plaza Resort,4.5,mid,"Mountain View,Car Rental,All Inclusive,Boardroom,Continental Breakfast",51
HOTEL_320,CITY_005,Royal Heights Resort,4.0,luxury,"Rooftop Bar,Economy,Resort,Luxury",21
HOTEL_321,CITY_036,Professional Crown Hotel,3.5,budget,"Resort,Child Friendly,City View,Family Rooms,Rooftop Bar",70
HOTEL_322,CITY_040,Green Crown Hotel,3.5,luxury,"Buffet,Playground,Fireplace,Car Rental,Outdoor Activities",2
HOTEL_323,CITY_032,Royal Palace Resort,3.0,budget,"Accessible,Bar,3 Star,Restaurant,Swimming Pool,Quiet Area",189
HOTEL_324,CITY_037,Panorama Executive Suites,4.0,budget,"Accessible,Entertainment District,Late Check Out,Secretarial Services,Restaurant,Mountain View",5
HOTEL_325,CITY_046,Ocean Royal Hotel,4.0,budget,"Work Desk,Cable TV,Valet Parking,Beachfront,Buffet,Garden View",32
HOTEL_326,CITY_025,Alpine Heights Resort,3.0,luxury,"Pool Service,Meditation Area,Shopping District",344
HOTEL_327,CITY_016,Waterfront Crown Resort,2.5,budget,"Smoking Allowed,Library,3 Star,Waterfront,Outdoor Activities,Pool Bar",21
HOTEL_328,CITY_021,Luxury Heights Hotel,2.5,luxury,"Waterfront,Work Desk,Financial District,Boutique Hotel,Budget,Swimming Pool",69
HOTEL_329,CITY_007,Alpine Crown Hotel,5.0,budget,"Safe,Waterfront,Early Check In,A la Carte",-12
HOTEL_330,CITY_045,Royal Crown Resort,3.5,luxury,"Budget,Motel,Yoga Classes,All Inclusive,Economy,Room Service",20
HOTEL_331,CITY_036,Waterfront Executive Suites,3.5,luxury,"Child Friendly,Ticket Service,High Speed Internet,24 Hour Dining",76
HOTEL_332,CITY_040,Horizon Royal Hotel,3.0,luxury,"Extended Stay,Private Bathroom,Conference Facilities,Mid-Range,Babysitting",30
HOTEL_333,CITY_004,Forest Heights Hotel,4.5,mid,"In-Room Dining,Spa,Library,USB Charging,Jacuzzi,Pool Service",61
HOTEL_334,CITY_020,Mirage Crown Hotel,4.0,budget,"Sauna,Laundry Service,Jacuzzi,Phone,Scenic Location,Mini Bar",-20
HOTEL_335,CITY_027,Island Crown Hotel,4.5,mid,"Fitness Center,Resort,Motel,Executive Floor,5 Star",-15
HOTEL_336,CITY_016,Ocean Heights Hotel,5.0,budget,"Hostel,Airport Nearby,Water Sports,All Inclusive",197
HOTEL_337,CITY_045,Park Plaza Resort,2.5,mid,"Private Bathroom,Family Rooms,Restaurant,Quiet Area,Golf Course,Budget",369
HOTEL_338,CITY_033,Chic Heights Hotel,3.5,budget,"Economy,Budget,Valet Parking,Mountain View",44
HOTEL_339,CITY_043,Ultimate Royal Hotel,2.5,luxury,"A la Carte,Family Rooms,Wellness Center,Executive Floor,Shared Bathroom,Presentation Equipment",66
HOTEL_340,CITY_041,Desert Plaza Resort,3.5,budget,"Printing Services,5 Star,Bar",6
HOTEL_341,CITY_033,Horizon Plaza Resort,2.5,budget,"Non Smoking,Work Desk,Massage,Car Rental,Early Check In",81
HOTEL_342,CITY_031,Ridge Royal Resort,4.0,budget,"Shared Bathroom,In-Room Dining,Buffet,Sauna,Breakfast Included",7
HOTEL_343,CITY_016,Garden Heights Hotel,3.5,luxury,"Indoor Activities,All Inclusive,Valet Parking,Terrace Dining,Full Board",13
HOTEL_344,CITY_017,Grand Executive Suites,3.5,mid,"Non Smoking,Conference Facilities,Water Sports,Indoor Pool,Car Rental",82
HOTEL_345,CITY_041,Supreme Executive Suites,4.0,budget,"Steam Room,Waterfront,Spa Services,Fitness Center",73
HOTEL_346,CITY_040,Premium Royal Hotel,3.5,luxury,"Terrace,Bar,Golf Course,Garden View,Car Rental,Accessible",23
HOTEL_347,CITY_030,Premier Heights Hotel,4.0,luxury,"Air Conditioning,All Inclusive,Pool Bar,Half Board,Business Center",45
HOTEL_348,CITY_028,Grand Executive Suites,3.5,luxury,"Jacuzzi,Ocean View,24 Hour Dining,Entertainment District,Meditation Area,Pet Friendly",86
HOTEL_349,CITY_007,Executive Crown Resort,3.0,budget,"Balcony,Buffet,Breakfast Included,City View,Accessible,Half Board",83
HOTEL_350,CITY_010,Central Plaza Hotel,3.0,mid,"Mountain View,Dry Cleaning,Cable TV,Spa Services,Financial District,Coffee Maker",41
HOTEL_351,CITY_048,Green Heights Resort,3.5,budget,"In-Room Dining,Deluxe,Translation Services",38
HOTEL_352,CITY_015,Waterfront Plaza Resort,4.0,luxury,"Waterfront,Cable TV,Balcony,Boardroom,Heated Pool,Indoor Pool",120
HOTEL_353,CITY_024,Royal Elite Resort,3.0,budget,"Late Check Out,Spa,Tennis Court,Bar,Pool Bar,Game Room",26
HOTEL_354,CITY_020,Lagoon Crown Resort,2.0,mid,"Pool Service,4 Star,Family Rooms",107
HOTEL_355,CITY_009,Skyline Heights Resort,3.5,luxury,"Economy,Standard,Printing Services,Executive Floor",38
HOTEL_356,CITY_045,Sunrise Crown Resort,3.0,luxury,"Ski In Ski Out,Suite Hotel,Secretarial Services,Work Desk,Ticket Service",74
HOTEL_357,CITY_032,Boutique Royal Resort,2.5,budget,"Buffet,Car Rental,3 Star,Airport Nearby,Terrace Dining,Room Service",17
HOTEL_358,CITY_041,Business Heights Hotel,4.0,luxury,"Water Sports,Train Station Nearby,Bluetooth Speaker,Beachfront,Shared Bathroom,Tour Desk",3
HOTEL_359,CITY_014,Panorama Plaza Hotel,4.0,mid,"Smart TV,City View,Refrigerator,Ticket Service,Beach Access",36
HOTEL_360,CITY_018,Skyline Central Hotel,4.5,luxury,"Hotel,Work Desk,City View,Financial District,Playground,Dry Cleaning",48
HOTEL_361,CITY_010,Garden Crown Resort,4.0,budget,"Full Board,Babysitting,Printing Services",37
HOTEL_362,CITY_014,Business Crown Hotel,3.0,luxury,"Wellness Center,A la Carte,Fax Service",84
HOTEL_363,CITY_031,Luxury Crown Hotel,5.0,mid,"Cable TV,Boardroom,Outdoor Pool,A la Carte,Heated Pool",-17
HOTEL_364,CITY_050,Vista Royal Suites,4.0,budget,"Breakfast Included,Lodge,24 Hour Dining,Indoor Pool,Smart TV",48
HOTEL_365,CITY_043,Sunrise Crown Resort,3.5,mid,"Wellness Center,Dry Cleaning,Kids Club,Indoor Activities,Scenic Location,Early Check In",238
HOTEL_366,CITY_026,Marina Crown Hotel,1.0,mid,"Spa,Golf Course,USB Charging,Garden View",21
HOTEL_367,CITY_012,Executive Plaza Resort,3.5,luxury,"Phone,Swimming Pool,Jacuzzi,Hot Tub,Conference Facilities,Outdoor Pool",-14
HOTEL_368,CITY_015,Majestic Heights Resort,5.0,budget,"Half Board,Balcony,Garden View,Mini Bar,Accessible,Terrace Dining",-11
HOTEL_369,CITY_020,Sunset Plaza Hotel,3.0,mid,"Hostel,Beachfront,Yoga Classes,Bluetooth Speaker",8
HOTEL_370,CITY_024,Panorama Royal Hotel,3.5,luxury,"Heated Pool,Luxury,Kitchenette,Conference Facilities",-2
HOTEL_371,CITY_004,Elite Royal Hotel,4.0,budget,"Boardroom,Free WiFi,Bar",118
HOTEL_372,CITY_018,Professional Heights Resort,3.0,budget,"Mountain View,Accessible,Meditation Area,Heating,Jacuzzi,Airport Transfer",40
HOTEL_373,CITY_014,Grand Royal Suites,2.5,budget,"Family Rooms,City View,A la Carte,Scenic Location,Dry Cleaning,Shopping District",180
HOTEL_374,CITY_041,Marina Heights Hotel,4.5,budget,"Ski In Ski Out,Kitchenette,Historic District,Buffet",-3
HOTEL_375,CITY_024,Oasis Heights Resort,4.0,luxury,"Fitness Center,Private Bathroom,Standard,High Speed Internet,Non Smoking,4 Star",49
HOTEL_376,CITY_006,Deluxe Royal Resort,3.0,mid,"Business Hotel,Tour Desk,Kids Club",2
HOTEL_377,CITY_027,Riverside Elite Suites,4.5,luxury,"Lodge,Child Friendly,Tour Desk,Meeting Rooms,Coffee Maker",297
HOTEL_378,CITY_012,Downtown Crown Resort,4.0,mid,"Balcony,Hot Tub,Bar,Pool Service,Fireplace,Connecting Rooms",16
HOTEL_379,CITY_012,Lakeside Plaza Resort,3.5,mid,"Premium,Smart TV,Presentation Equipment,Bluetooth Speaker,Half Board,Financial District",1
HOTEL_380,CITY_038,Lagoon Royal Resort,3.5,luxury,"Terrace,Golf Course,Extended Stay,Meditation Area",-7
HOTEL_381,CITY_029,Palm Heights Hotel,3.5,budget,"Train Station Nearby,Ticket Service,Shopping District,Extended Stay,Bar,City View",4
HOTEL_382,CITY_017,Commerce Crown Resort,1.5,mid,"Full Board,Heated Pool,Cable TV,Concierge,Smart TV,Safe",74
HOTEL_383,CITY_019,Commerce Crown Resort,4.0,luxury,"Library,Hot Tub,Inn,Free WiFi,Tennis Court",88
HOTEL_384,CITY_002,Lakeside Royal Hotel,2.5,luxury,"24 Hour Dining,Motel,Budget,3 Star,Laundry Service",1042
HOTEL_385,CITY_047,Dawn Crown Hotel,3.5,mid,"Accessible,Budget,Mid-Range,Bar,Entertainment District,Outdoor Pool",531
HOTEL_386,CITY_019,Grand Royal Suites,4.0,budget,"Airport Nearby,Shopping District,Dry Cleaning,Family Rooms",2
HOTEL_387,CITY_025,Mirage Royal Resort,4.0,mid,"Bar,Outdoor Pool,High Speed Internet,Smart TV,Hostel",-16
HOTEL_388,CITY_025,Ultimate Royal Suites,2.5,luxury,"A la Carte,Full Board,Breakfast Included,Mountain View,Car Rental",-10
HOTEL_389,CITY_004,Paradise Royal Hotel,4.0,budget,"Connecting Rooms,Boardroom,Luxury,Babysitting,Phone",63
HOTEL_390,CITY_022,Commerce Crown Resort,4.0,budget,"Economy,Meditation Area,Terrace,Scenic Location,Business Lounge",111
HOTEL_391,CITY_037,Professional Heights Resort,4.0,luxury,"Printing Services,Family Rooms,Historic District",84
HOTEL_392,CITY_017,Deluxe Crown Hotel,4.5,luxury,"Meditation Area,Room Service,Library,Lodge",136
HOTEL_393,CITY_027,Seaside Crown Hotel,3.0,luxury,"Phone,City View,Suite Hotel",44
HOTEL_394,CITY_035,Business Crown Hotel,4.0,budget,"Family Rooms,Free WiFi,Private Bathroom,Laundry Service,Economy",90
HOTEL_395,CITY_049,Commerce Royal Hotel,3.0,mid,"Economy,Coffee Maker,Tour Desk,Quiet Area",48
HOTEL_396,CITY_046,Ultimate Royal Suites,2.5,luxury,"Extended Stay,Concierge,City View,Shopping District,Connecting Rooms",36
HOTEL_397,CITY_034,Green Crown Hotel,4.0,mid,"Massage,Kids Club,Entertainment District,Heating",-16
HOTEL_398,CITY_012,Grand Heights Hotel,4.0,budget,"Cable TV,Spa,Tennis Court,4 Star",147
HOTEL_399,CITY_006,Waterfront Heights Hotel,2.5,luxury,"Boardroom,Non Smoking,Ticket Service,Accessible,Dry Cleaning,Pool Bar",-17
HOTEL_400,CITY_017,Grand Plaza Hotel,4.0,budget,"Ticket Service,Premium,City View,Early Check In,Free WiFi",19
HOTEL_401,CITY_014,Designer Plaza Resort,3.0,mid,"Shared Bathroom,Outdoor Pool,3 Star,Hotel,Library,All Inclusive",-17
HOTEL_402,CITY_031,Lagoon Royal Resort,2.5,mid,"Dry Cleaning,Refrigerator,Mini Bar,Suite Hotel,Balcony",15
HOTEL_403,CITY_034,Premier Elite Suites,4.0,budget,"In-Room Dining,Buffet,Extended Stay,Pool Service,Hotel",84
HOTEL_404,CITY_011,Dawn Plaza Resort,3.0,budget,"Fireplace,Kids Club,Shopping District,Mini Bar",466
HOTEL_405,CITY_018,Commerce Heights Hotel,2.5,budget,"Family Rooms,Executive Floor,Budget,Refrigerator,Hostel",28
HOTEL_406,CITY_041,Park Heights Resort,4.5,luxury,"Boutique Hotel,Beachfront,Conference Facilities,A la Carte",-2
HOTEL_407,CITY_034,Executive Heights Hotel,2.5,budget,"Beach Access,Coffee Maker,High Speed Internet",531
HOTEL_408,CITY_007,Grand Royal Hotel,4.5,luxury,"City View,Library,Extended Stay,Coffee Maker",44
HOTEL_409,CITY_015,Regal Plaza Hotel,4.0,luxury,"Buffet,Safe,Hostel,Shared Bathroom",75
HOTEL_410,CITY_029,Regal Plaza Hotel,4.0,mid,"Presentation Equipment,Boardroom,Bluetooth Speaker",87
HOTEL_411,CITY_032,Skyline Elite Suites,1.5,luxury,"Economy,Standard,Jacuzzi,Heated Pool,Business Lounge",9
HOTEL_412,CITY_009,Garden Heights Hotel,3.0,budget,"Indoor Pool,Mini Bar,Full Board,Waterfront",88
HOTEL_413,CITY_050,Central Royal Resort,3.5,mid,"Bar,Extended Stay,Heating,Balcony,USB Charging,Cable TV",35
HOTEL_414,CITY_034,Sahara Royal Resort,3.5,mid,"Playground,Steam Room,Rooftop Bar",69
HOTEL_415,CITY_005,Garden Heights Hotel,3.0,mid,"Executive Floor,Bar,Ticket Service,Standard,Premium",77
HOTEL_416,CITY_032,Forest Plaza Resort,3.0,luxury,"Free WiFi,Airport Transfer,Library,Translation Services,Ski In Ski Out,Dry Cleaning",13
HOTEL_417,CITY_027,Commerce Royal Hotel,4.0,luxury,"Child Friendly,Airport Nearby,Sauna,Mini Bar,5 Star,Outdoor Pool",-13
HOTEL_418,CITY_044,Sunrise Executive Suites,3.0,luxury,"Phone,Scenic Location,City View,Free WiFi",179
HOTEL_419,CITY_030,Nature Crown Resort,3.0,mid,"Private Bathroom,Wellness Center,USB Charging,Mountain View",198
HOTEL_420,CITY_011,Grand Central Hotel,3.5,mid,"Motel,Mid-Range,High Speed Internet,Fireplace,Full Board,Airport Nearby",380
HOTEL_421,CITY_008,Dune Plaza Hotel,4.0,budget,"Minibar,Pool Bar,Child Friendly,Game Room,Beachfront",63
HOTEL_422,CITY_006,Skyline Plaza Hotel,4.5,budget,"Steam Room,Buffet,Concierge,Conference Facilities,Connecting Rooms,USB Charging",64
HOTEL_423,CITY_047,Stylish Heights Resort,3.5,budget,"Meditation Area,Water Sports,Smart TV,Mountain View,Fireplace",967
HOTEL_424,CITY_028,Luxury Plaza Hotel,4.0,budget,"Full Board,Garden,Hotel,Swimming Pool,Boutique Hotel,Waterfront",0
HOTEL_425,CITY_015,Dawn Crown Hotel,4.5,mid,"Family Rooms,Spa,City View,Child Friendly,Game Room,Jacuzzi",59
HOTEL_426,CITY_032,Grand Plaza Hotel,4.0,mid,"Fireplace,Wellness Center,Library,Mid-Range",-21
HOTEL_427,CITY_020,Regal Plaza Resort,4.0,mid,"Kitchenette,Mini Bar,Rooftop Bar,Room Service,Indoor Pool",69
